Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?,Highest Injury Severity
Consumer,Unknown,Unknown,Highway / Freeway,25.102779818418334,NY , , , , , , ,Unknown,Unknown,Parking Maneuver,Unknown,3.6235751368446545,Passenger Car, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.031953478556,18698.010009909918,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.840129549422073,NJ ,Y, , , , , ,Unknown,Unknown,Merging,Unknown,3.660397533339062,Van, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Chevrolet,2019.9117536674096,18698.28956180399,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,24.897735143866882,NJ ,Y, , , , , ,Unknown,Unknown,"Other, see Narrative",Unknown,3.7094937747858854,Unknown, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Peterbilt,2019.9586805446015,18698.29545979468,Unknown,Unknown,Moderate
Consumer,12:39,Unknown,Intersection,25.04616409368218,NJ , , ,Y, , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.4388848477746805,Unknown,Y,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2018.3848054063621,18698.228030815524,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,24.97865762830444,NY , , , , , , ,Unknown,Unknown,Proceeding Straight,Traveling Wrong Way,3.5797805436769785,SUV, ,Y, , , , , , ,Yes,Unknown,No,"Unknown, see Narrative",No,Honda,2020.40015050362,18697.888285345984,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,25.0032714887203,NM , , , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.6389337643260657,Unknown,Y, , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.24510133248,18697.844298698245,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,24.925855182350617,PA , , , , , , ,Unknown,No Unusual Conditions,Merging,Unknown,3.5293025194464014,Heavy Truck, ,Y, , ,Y, , , ,Unknown,Unknown,Yes,ADS,No,Honda,2019.8017888457186,18697.959374969352,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.08192805322363,NJ ,Y, , , , , ,Unknown,Traffic Incident,Parking Maneuver,Unknown,3.603281135376175,Unknown,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Freightliner,2020.0762821634914,18698.042911006814,Unknown,Yes,Moderate
Consumer,12:39,Unknown,Highway / Freeway,25.06145114858404,NY ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.6093009655967014,Unknown, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.9209439157946,18697.93705521775,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.940883383699376,OH , , , , , , ,Unknown,Unknown,Parking Maneuver,Unknown,3.511702153164699,Non-Motorist: Other, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.063026891002,18697.73066123705,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Highway / Freeway,25.05067378985727,NV , ,Y, , , , ,Snow / Slush / Ice,Unknown,Stopped,Unknown,3.4862754330704293,Unknown, ,Y, , , , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Freightliner,2019.9044572325836,18697.729061520782,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.909824571385343,NM , , , ,Y, , ,Unknown,Unknown,"Other, see Narrative",Unknown,3.466747313426174,Unknown, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Cruise,2019.9428011855753,18697.84173117818,Unknown,Yes,Moderate
Consumer,23:13,Unknown,Intersection,24.962460837329342,DC , , , , , , ,Unknown,Unknown,"Other, see Narrative",Unknown,3.164862436901332,SUV, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2018.8881037007895,18697.921850905142,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.14629193846741,AZ , , , ,Y, , ,Unknown,Unknown,Stopped,Unknown,-0.022005135688930737,Unknown, ,Y,Y, , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.1738815836075,18698.07187790211,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,25.150973864081262,AZ , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Passing,1.206689165448594,Van,Y, , , , , , , ,Yes,Unknown,Yes,"Unknown, see Narrative",No,Chrysler,2019.6801301103676,18697.896196630703,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,24.97390642908379,AZ , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,3.366015664386963,Pole / Tree, , , , , , , , ,Unknown,No,Not Applicable,"Unknown, see Narrative",No,Honda,2017.2326228935283,18698.15469138295,Unknown,Yes,Moderate
Consumer,9:42,Unknown,Highway / Freeway,24.924317708783544,CA , , ,Y, , , ,Unknown,Unknown,Stopped,Stopped,-0.02962282655628511,Heavy Truck, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.7665410156503,18697.886048188317,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,25.166176584864,AZ , ,Y, , , , ,Wet,Unknown,Proceeding Straight,Proceeding Straight,1.0593220233068215,Unknown,Y,Y, , ,Y, , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2019.9553260515363,18698.113746578292,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,25.068549957844617,AZ ,Y, , , , , ,Unknown,Unknown,Stopped,Proceeding Straight,2.737551560591297,Van,Y, , , , ,Y, , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Chrysler,2021.955163987439,18698.07692550885,No,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,25.008307648756468,CA , , , ,Y, , ,Unknown,Unknown,Stopped,Unknown,0.28717993375901685,Van, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.4589291355855,18697.966077013585,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.087036975302095,AZ , , , ,Y, , ,Unknown,Unknown,Stopped,Unknown,0.04086928524512236,SUV, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2018.6986655170767,18697.98553317971,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Intersection,25.039573632997637,AZ , ,Y, , , , ,Unknown,Unknown,Stopped,Making Right Turn,1.923052056847824,Unknown, ,Y, , ,Y, , , ,Unknown,Yes,Unknown,"Unknown, see Narrative",No,Honda,2019.760348916121,18697.846176755942,Unknown,No,Moderate
Consumer,Unknown,Daylight,Intersection,25.168216763048797,AZ , , , , , , ,Unknown,No Unusual Conditions,Making U-Turn,Passing,1.7551177720532058,Pole / Tree, , , , , , , , ,Yes,Unknown,Yes,ADS,No,Honda,2019.407638330191,18697.82863497935,Unknown,Unknown,Moderate
Consumer,Unknown,Unknown,Intersection,25.003317360370225,CA ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Stopped,0.8652817808495891,Unknown, ,Y,Y, ,Y, , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2019.8485638779823,18697.972838219746,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,24.714719439154617,AZ , , ,Y, , , ,Unknown,Unknown,Stopped,Parked,0.8455576941779213,Unknown, ,Y, , ,Y,Y, , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Cruise,2021.5007493698552,18697.83822720286,No,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.088401737871582,AZ , , , , , , ,Unknown,No Unusual Conditions,Parking Maneuver,Unknown,1.892314191569127,Unknown, ,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2018.7451265308064,18698.102190668127,Unknown,Yes,Moderate
Consumer,12:39,Dark - Not Lighted,Intersection,44.626782418580575,GA ,Y, , , , , ,Wet,No Unusual Conditions,Proceeding Straight,Unknown,35.70377468945127,"Other, see Narrative",Y, , , , , , , ,Unknown,Unknown,No,ADAS,No,Tesla,2019.5449896844493,51682.564686108715,Yes,Yes,Moderate
Consumer,1:43,Dark - Unknown Lighting,Intersection,49.62547598668637,CO , ,Y, , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Unknown,39.43669999936674,Heavy Truck,Y, , , , , , , ,Unknown,Unknown,No,ADAS,No,Honda,2019.0830263848736,49533.76348329799,Unknown,Yes,Moderate
In-Vehicle and Remote (Commercial / Test),09:10,Dark - Unknown Lighting,Rural Road,30.944397006012622,GA ,Y, , , , , ,Wet,No Unusual Conditions,Proceeding Straight,Unknown,46.4328590440459,"Other, see Narrative",Y, , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2019.9441042967367,48095.658976875304,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),22:23,Daylight,Highway / Freeway,64.95338766189316,MO , ,Y, , , , ,Dry,No Unusual Conditions,Proceeding Straight,Unknown,64.52780603278688,Non-Motorist: Pedestrian,Y, , , ,Y,Y, , ,Unknown,Unknown,No,ADS,No,Subaru,2019.6188083721518,56964.60124980169,Unknown,Unknown,Moderate
Consumer,23:13,Unknown,Highway / Freeway,64.9542329806874,TN , , , , , , ,"Other, see Narrative",No Unusual Conditions,Proceeding Straight,Unknown,66.34404135702064,Heavy Truck, , , , ,Y,Y, , ,Unknown,Not Applicable,No,ADAS,Yes,Subaru,2021.729184717154,55871.70369490187,Not Applicable,Unknown,Moderate
Consumer,17:55,Unknown,Parking Lot,52.22733772825749,PA ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,63.27187523584489,"Other, see Narrative",Y, , , , ,Y, , ,Unknown,Unknown,No,ADAS,No,Tesla,2019.9272127562424,43508.30917682422,Unknown,Unknown,Moderate
Consumer,0:27,Dawn / Dusk,Highway / Freeway,63.55304397263843,GA , , , ,Y, , ,Snow / Slush / Ice,No Unusual Conditions,Proceeding Straight,Traveling Wrong Way,36.531724494669,Pickup Truck,Y, , , , , , , ,Unknown,Unknown,No,ADAS,No,Tesla,2018.8752578845665,47947.91433190741,Unknown,Unknown,Moderate
Consumer,17:00,Dark - Not Lighted,Parking Lot,41.068484382616106,CO , ,Y, , , , ,Snow / Slush / Ice,No Unusual Conditions,Proceeding Straight,Unknown,44.43784122537001,"Other, see Narrative",Y, , ,Y, , , , ,Unknown,Unknown,No,ADAS,No,Tesla,2019.6334363606586,53159.14615864132,Not Applicable,Yes,Moderate
Consumer,17:46,"Other, see Narrative",Highway / Freeway,64.87894431672939,OK ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Making Right Turn,64.54453425936636,Non-Motorist: Other,Y, , , ,Y, , , ,Yes,No,No,ADS,Yes,Subaru,2019.5216062032391,52525.62723211022,No,Unknown,Moderate
In-Vehicle (Commercial / Test),21:01,Daylight,Highway / Freeway,65.1005606296361,MS ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Making U-Turn,66.14643525850659,Other Fixed Object, , , , ,Y, , , ,Yes,No,No,ADAS,No,Tesla,2020.283837142991,56300.11143093866,No,Unknown,Moderate
Consumer,21:10,Daylight,Rural Road,47.399014841166256,CA ,Y, , , , , ,Dry,No Unusual Conditions,Parking Maneuver,Parked,38.17478766925029,Unknown, , , , , ,Y, , ,Unknown,Unknown,No,ADAS,Yes,LExus,2019.6639014906461,41531.47710276787,Unknown,No,Moderate
Consumer,12:33,Daylight,Rural Road,55.03627006853177,CA , ,Y, , , , ,Unknown,No Unusual Conditions,Entering Traffic,NM in Roadway - Other,10.474083034335171,Passenger Car,Y, , , , ,Y, , ,Yes,Unknown,No,ADAS,Yes,NAVYA,2019.8266214258865,41547.929531572605,Unknown,Unknown,Moderate
In-Vehicle (Commercial / Test),23:21,Daylight,Highway / Freeway,65.01057107471742,CA , ,Y, , , , ,Wet,No Unusual Conditions,Proceeding Straight,Unknown,70.01667923962135,Other Fixed Object,Y, , , ,Y, , , ,Yes,Unknown,No,ADAS,No,Honda,2018.9834547301991,41091.91830788499,Unknown,Unknown,Moderate
In-Vehicle (Commercial / Test),21:01,Daylight,Highway / Freeway,65.07502613994319,OK , ,Y, , , , ,Snow / Slush / Ice,No Unusual Conditions,Proceeding Straight,NM Crossing Roadway,62.92860454909743,Non-Motorist: Cyclist,Y, , , ,Y, ,Y, ,Yes,Not Applicable,No,ADS,No,Porsche,2020.3813476265157,53386.182400389276,Unknown,Unknown,Moderate
Consumer,10:15,Unknown,Street,25.18136310514908,AZ , ,Y, , , , ,Unknown,Unknown,Proceeding Straight,Proceeding Straight,0.453830032659904,Unknown,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Audi,2018.366495012795,18698.14003594763,Unknown,Yes,Moderate
Consumer,1:58,Daylight,Highway / Freeway,65.06984076389308,NY , ,Y, , , , ,"Other, see Narrative",No Unusual Conditions,Proceeding Straight,Stopped,66.57615917598797,Other Fixed Object, ,Y, , ,Y, , , ,Unknown,No,No,ADAS,Yes,Honda,2019.8637786356855,50589.92577238582,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Rural Road,25.07214703588427,NC , , , , , , ,Unknown,Unknown,Making Right Turn,Proceeding Straight,3.6091476052995644,Pole / Tree, ,Y, , , , , , ,Unknown,Yes,Yes,"Unknown, see Narrative",Yes,Honda,2018.502140956533,18698.141855612324,Unknown,Yes,Moderate
Consumer,11:01,Dark - Unknown Lighting,Street,52.43882751471281,MN , ,Y, , , , ,Dry,No Unusual Conditions,Proceeding Straight,Making Right Turn,50.63477771467884,"Other, see Narrative", , , , , , , , ,Unknown,No,No,ADAS,Yes,Tesla,2021.9729878401458,57602.50358688393,No,Unknown,Moderate
In-Vehicle (Commercial / Test),12:39,Daylight,Traffic Circle,29.959038727070983,FL ,Y, , , , , ,"Other, see Narrative",No Unusual Conditions,Stopped,Proceeding Straight,-0.13482357655167834,SUV, ,Y, , , , , , ,Yes,No,No,ADS,Yes,Ford,2019.8443251995661,2561.954415298064,No,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,62.2378647731843,MD , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Traveling Wrong Way,3.489903813009895,Pole / Tree, , , , , , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Honda,2019.0134115257529,18697.843366269477,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,25.26910019590167,DE , , ,Y, , , ,Dry,Unknown,Parking Maneuver,Unknown,0.25415127586459646,Pole / Tree, , , , , , , , ,Unknown,No,No,"Unknown, see Narrative",Yes,Honda,2016.954057003589,18697.93024232965,Unknown,Yes,Moderate
Consumer,19:45,Daylight,Intersection,62.413477338584116,CA , ,Y, , , , ,Dry,No Unusual Conditions,Lane / Road Departure,Passing,17.822974731507806,Passenger Car,Y, , , , , , , ,Yes,Unknown,No,ADAS,No,Ligier,2019.6798992539304,41325.86985654454,Unknown,No,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Intersection,24.79005858155275,NY , ,Y, , , , ,Unknown,Unknown,Lane / Road Departure,Stopped,46.66650257274365,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2017.8686628175085,18697.88439297678,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Intersection,24.920521553304628,NC ,Y, , , , , ,Unknown,Unknown,Making Right Turn,Unknown,3.3168810552514487,Unknown,Y, , , , , , , ,Yes,Unknown,Yes,"Unknown, see Narrative",No,Acura,2020.1805465105915,18697.69990702839,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),3:09,Daylight,Rural Road,29.21806187036188,FL ,Y, , , , , ,Unknown,No Unusual Conditions,Stopped,Proceeding Straight,0.16886338295706965,Unknown,Y, , , , , , , ,Yes,Unknown,No,"Unknown, see Narrative",No,Acura,2020.0251918168112,3960.0239208034723,Yes,Yes,Moderate
Consumer,15:11,Unknown,Intersection,25.182952253742993,OK , , , ,Y, , ,Unknown,Unknown,"Other, see Narrative",Traveling Wrong Way,3.448414455868211,Motorcycle,Y, , ,Y, , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2017.8421006093376,18697.97441855905,Unknown,Yes,Moderate
Consumer,9:20,Dawn / Dusk,Highway / Freeway,66.88856704449145,TX ,Y, , , , , ,Unknown,Unknown,Stopped,Unknown,67.70808272873276,Non-Motorist: Other,Y, , , , , , , ,Yes,Unknown,Yes,ADS,No,Cruise,2020.1742187741131,23081.57519347613,Unknown,Yes,Serious
Consumer,15:11,Daylight,Highway / Freeway,75.10836624738454,CO ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Passing,78.38493832733216,Motorcycle,Y, , , , ,Y, , ,Unknown,Unknown,Yes,ADAS,No,EZ10,2017.8666427474782,25569.59020016934,Unknown,Yes,Serious
Consumer,22:25,Dark - Unknown Lighting,Highway / Freeway,75.11034509168265,NJ ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,82.05696234701138,Pole / Tree,Y, , , , ,Y, , ,Yes,Unknown,Yes,ADAS,No,BMW,2020.1949245413862,27160.93234266425,Unknown,Yes,Serious
Consumer,09:10,Unknown,Highway / Freeway,73.32522415188258,NY ,Y, , , , , ,Dry,"Other, see Narrative",Proceeding Straight,Proceeding Straight,83.32335166405491,Pickup Truck, , , , ,Y,Y, , ,Yes,Not Applicable,Yes,ADAS,No,Ford,2019.9493981263993,25950.514799783312,Unknown,Yes,Serious
Consumer,22:25,Dark - Unknown Lighting,Highway / Freeway,75.06199229817562,TX , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Unknown,81.95458161469995,Unknown,Y, , , , ,Y, , ,Yes,Unknown,Yes,ADAS,No,BMW,2020.0943212927618,27160.984115522177,Unknown,Yes,Serious
Consumer,9:42,Unknown,Highway / Freeway,54.14839427004101,SC ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,79.36888705631729,SUV,Y, , , , ,Y, , ,Yes,Unknown,Unknown,ADAS,No,Nissan,2019.9875114259783,20990.24512794012,Unknown,Yes,Serious
Consumer,22:25,Dark - Unknown Lighting,Highway / Freeway,75.02525306353225,TX ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,82.25137334647947,Pole / Tree, , , , , ,Y, , ,Yes,Unknown,Yes,ADAS,No,BMW,2020.1880385364748,27160.994725038807,Unknown,Unknown,Serious
Consumer,4:45,"Other, see Narrative",Highway / Freeway,63.67122907352047,NV , , , , , , ,Unknown,Unknown,Unknown,Unknown,10.735829479051452,Pole / Tree, , , , , , , , ,Yes,Unknown,Yes,ADS,No,Maserati,2019.9226050188588,20055.62093719578,Unknown,Yes,Serious
Consumer,22:25,Unknown,Highway / Freeway,74.94043120530998,TX ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,82.05872677379192,Non-Motorist: Cyclist,Y, , , , ,Y, , ,Yes,Unknown,Unknown,ADAS,No,BMW,2020.049679463123,27160.913680127043,Unknown,Yes,Serious
Consumer,13:13,Daylight,Highway / Freeway,74.79368763948636,MA , , , , , , ,Dry,Traffic Incident,Proceeding Straight,Passing,81.94899726741048,Non-Motorist: Cyclist,Y, , , ,Y,Y, , ,Unknown,Unknown,Yes,ADAS,No,EZ10,2016.8296537976864,19419.721669513106,Unknown,Unknown,Serious
Consumer,18:46,Dawn / Dusk,Highway / Freeway,74.988127877806,PA , , , , , , ,Unknown,Traffic Incident,Unknown,Proceeding Straight,76.71949459868998,Other Fixed Object,Y, , , , ,Y, , ,Unknown,Unknown,Yes,ADAS,No,Chrysler,2019.4262673670873,21759.428024973346,Unknown,Yes,Serious
Consumer,20:00,"Other, see Narrative",Intersection,74.86853106543371,GA ,Y, , , , , ,Wet,Unknown,Stopped,Stopped,78.45552683186287,Non-Motorist: Pedestrian,Y, , , ,Y,Y, , ,Yes,Not Applicable,Yes,ADAS,No,LExus,2018.242267450374,23624.264806820676,Unknown,Unknown,Serious
Consumer,1:58,"Other, see Narrative",Highway / Freeway,75.04693581587496,MS , , ,Y, , , ,Unknown,Traffic Incident,Proceeding Straight,Unknown,78.57346052416926,Pickup Truck,Y, , , ,Y,Y, , ,Yes,Unknown,Yes,ADAS,No,Tesla,2017.881952342424,22859.415443698468,Yes,Unknown,Serious
Consumer,6:37,"Other, see Narrative",Intersection,41.822094377809265,TX ,Y, , , , , ,Unknown,Unknown,Stopped,Unknown,4.751688716309555,Other Fixed Object, , , , , ,Y, , ,Yes,Unknown,Yes,ADS,No,Chrysler,2020.0080400872905,23393.26210463835,Unknown,Yes,Serious
Consumer,12:35,Dawn / Dusk,Highway / Freeway,74.12463663521704,OK ,Y, , , , , ,Snow / Slush / Ice,"Other, see Narrative",Proceeding Straight,Passing,82.77979104935622,Pickup Truck,Y, , , , ,Y, , ,Unknown,No,Yes,ADAS,No,Lincoln,2019.729129055486,26829.15688421793,Yes,Yes,Serious
Consumer,2:04,"Other, see Narrative",Highway / Freeway,50.95032588571275,TX ,Y, , , , , ,Unknown,Work Zone,Stopped,Unknown,44.427695364241515,Passenger Car,Y, , , , , , , ,Yes,Unknown,Yes,ADS,No,Tesla,2019.9465270622236,22518.52376779822,Unknown,Yes,Serious
Consumer,22:45,Daylight,Intersection,59.27248544723622,CA ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,52.606737142952774,Pole / Tree, , , , , ,Y,Y, ,Unknown,Unknown,Yes,"Unknown, see Narrative",Yes,Local Motors,2020.0928254335809,27074.814574590637,Unknown,Unknown,Serious
Consumer,2:04,Unknown,Highway / Freeway,74.3558622245002,TX ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,45.720693367117995,Pickup Truck, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Peterbilt,2020.2200910312831,25224.029684454927,Unknown,Yes,Serious
Consumer,23:35,"Other, see Narrative",Intersection,74.54117250936675,SC ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,80.95450509681626,SUV, , , , , ,Y, , ,Unknown,Unknown,Yes,ADS,No,Tesla,2019.9717353811664,21012.111378549343,Unknown,Unknown,Serious
Consumer,07:30,Dark - Unknown Lighting,Highway / Freeway,72.19581591904493,NV ,Y, , , , , ,"Other, see Narrative","Other, see Narrative",Proceeding Straight,Proceeding Straight,82.00788212620849,Pole / Tree,Y, , , ,Y,Y, , ,Yes,Not Applicable,Yes,ADAS,No,Subaru,2020.0263266966226,25936.44289917932,Unknown,Unknown,Serious
Consumer,8:40,Unknown,Highway / Freeway,25.936745921254715,TX ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,28.111713463721117,Pole / Tree,Y, , , , ,Y, , ,Yes,Unknown,Unknown,ADAS,No,Tesla,2020.0391602893571,25318.966190934087,Unknown,Unknown,Serious
Consumer,17:41,Dark - Unknown Lighting,Highway / Freeway,74.947109947203,TN , , ,Y, , , ,Unknown,Unknown,Proceeding Straight,Unknown,82.18600357741819,Non-Motorist: Pedestrian,Y, , , , ,Y, , ,Yes,Unknown,Yes,ADAS,No,BMW,2020.002935095105,27161.14648409325,Unknown,Yes,Serious
Consumer,19:45,Dark - Unknown Lighting,Highway / Freeway,74.71982356923921,MN ,Y, , , , , ,Dry,Traffic Incident,Proceeding Straight,Stopped,83.25215579531881,Pickup Truck,Y, , , , ,Y, , ,Yes,Not Applicable,Yes,ADAS,No,Maserati,2019.9809894080213,26856.871838160154,Unknown,Yes,Serious
Consumer,2:50,Dawn / Dusk,Highway / Freeway,48.64238434313756,TX , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,10.389959229082432,Non-Motorist: Pedestrian,Y, , , , , , , ,Unknown,Not Applicable,Yes,ADAS,No,LExus,2019.8772105597116,23784.686231817614,Unknown,Unknown,Serious
